Dairy Name,Dairy Address,Milk Cows,Dry Cows,Bred Heifers,Heifers,Calves (4-6 mo.),Calves (0-3 mo.),Total Herd Size,Total Manure Excreted (tons),Total Dry Manure Generated N (lbs),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Average Milk Production (lb per cow per day),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Remove Ratio N,Applied to Remove Ratio P,Applied to Remove Ratio K,Applied to Remove Ratio Salt,Total Exports N (lbs),Total Exports P (lbs),Total Exports K (lbs),Total Exports Salt (lbs),Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Unaccounted-for N (lbs),Unaccounted-for P (lbs),Unaccounted-for K (lbs),Unaccounted-for Salt (lbs),Average Milk Production (kg per cow),Average Milk Production (L per cow),Total Annual Milk Production (L),Total Process Wastewater Generated (L),Ratio of Wastewater to Milk (L/L),USDA Nitrogen from Manure (lbs),Ratio of USDA N to Reported N,UCCE Nitrogen from Manure (lbs),Ratio of UCCE N to Reported N,Manure Conversion Factor (tons per cow per year)
CSUF Ag Foundation Dairy,5450 N Sierra Vista AVE Fresno Fresno 93740,160,37,75,57,26,18,373,5916.57,73960.95,51772.67,12028.98,30115.88,83844.15,7032000.0,25152.07,2861.08,18467.65,101703.09,65.0,48556.17,15487.63,66909.69,1649060.28,25152.07,2861.08,18467.65,101703.09,0.95,1.9,1.92,5.79,0.0,0.0,0.0,0.0,73708.23999999999,18348.71,85377.34,1750763.37,3216.5,-3458.6499999999996,-36793.81,-1565216.1300000001,29.48348,28.62845908,2058529.3501473998,26619003.12,12.93107777068807,76442.08439999999,1.0335465458461526,91490.36585365854,1.2370090683483452,22.635006998227112
Capstone Ranch,14221 Ave 14 Madera Madera 93637,3600,400,0,0,0,0,4000,104485.49,1363229.2,954260.44,229272.03,724911.22,1787040.0,136947000.0,624859.04,65674.52,582785.1,5014735.9,85.0,0.0,0.0,0.0,0.0,624859.04,65674.52,582785.1,5014735.9,1.23,0.78,1.04,2.26,0.0,0.0,0.0,0.0,624859.04,65674.52,582785.1,5014735.9,954260.44,229272.02999999997,724911.2199999999,1787040.0,38.55532,37.43721572,54658334.9512,518400543.27000004,9.484382276423858,1349952.5308,0.9902608679450235,1460000.0,1.070986448940501,26.1213725
Sid De Boer Dairy,21622 South Cedar AVE Laton Fresno 93242,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
Coderview Holsteins,40396 W Valeria Dos Palos Fresno 93620,0,0,0,25,0,0,25,236.7,2372.5,1660.75,401.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.42,0.63,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.75,401.5,1.0,0.0,31.75144,30.83064824,0.0,0.0,,3058.1639999999998,1.2890048472075868,3338.414634146342,1.4071294559099439,25.879199999999994
"Coelho Farms Dairy, Inc.",21656 S Cornelia AVE Riverdale Fresno 93656,0,0,0,3,0,0,3,29.39,284.7,199.29,48.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.29,48.18,1.0,0.0,0.453592,0.440437832,0.0,0.0,,379.7188,1.3337506146821216,400.609756097561,1.4071294559099439,26.777555555555555
Costa View Dairy North,9499 Avenue 20 Chowchilla Madera 93610,0,300,1045,145,0,0,1490,16252.67,167681.0,117376.7,26338.4,1.0,68985.0,0.0,0.0,0.0,0.0,0.0,1.0,58946.96,25074.46,117454.03,0.0,0.0,0.0,0.0,0.0,1.46,3.18,1.17,2.78,73615.25,26709.96,159608.29,0.0,58946.96,25074.46,117454.03,0.0,-15185.510000000002,-25446.019999999997,-277061.32,68985.0,0.453592,0.440437832,48227.942603999996,0.0,,209984.4964,1.2522855684305318,268408.5365853659,1.6007093026959875,22.101474958540628
Costa View Farms,16800 Road 15 Madera Madera 93637,6025,830,1550,1930,250,0,10585,201027.46,2515167.1,1760616.97,418873.33,1153843.09,3027729.75,136920000.0,557208.2,60531.48,845787.45,3960712.25,70.0,850737.42,325239.88,1247464.11,0.0,557208.2,60531.48,845787.45,3960712.25,0.83,1.1,1.15,0.59,154510.9,87117.85,262997.28,0.0,1407945.62,385771.36,2093251.56,3960712.25,755368.6499999998,6515.600000000006,-356618.30000000005,3027729.75,31.75144,30.83064824,77140594.195098,518298337.20000005,6.7188792439057465,2597274.7832,1.0326450211598266,2977910.3658536584,1.183981122309392,24.45698390231599
Double DJ Dairy,14768 Avenue 27 Chowchilla Madera 93610,2820,360,500,0,0,0,3680,85251.11,1093539.3,765477.51,183181.08,554877.94,1410579.0,107291900.0,293811.47,74225.48,353334.69,2122432.63,78.0,168599.7,35673.3,232546.32,2413946.04,293811.47,74225.48,353334.69,2122432.63,0.89,1.06,0.85,2.27,56733.18,16209.48,108180.66,0.0,462411.17,109898.78,585881.01,4536378.67,540144.63,131298.3,214150.95999999988,-1003367.04,35.380176,34.354150896,39874862.9449872,406143831.179,10.18546024194066,1101444.3412,1.0072288588073606,1227468.2926829269,1.1224729579292914,25.35027204815782
Dry River Dairy,12718 Avenue 25 Chowchilla Madera 93610,965,80,350,280,100,125,1900,34487.19,431737.6,302216.32,71732.7,194316.48,472766.25,6192000.0,25491.0,5026.63,40473.78,203588.63,85.0,14569.2,4104.0,13885.2,0.0,25491.0,5026.63,40473.78,203588.63,0.38,0.43,0.39,0.0,0.0,0.0,0.0,0.0,40060.2,9130.630000000001,54358.979999999996,203588.63,287647.12,67628.7,180431.28000000003,472766.25,38.55532,37.43721572,14279490.006000997,23439258.720000003,1.6414632952682193,445574.49480000004,1.032049316066055,475568.29268292687,1.1015216017389426,25.399223818933002
"El Dorado Ranches, Inc.",23025 W. American RD San Joaquin Fresno 93660,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
Fagundes Dairy (TF Farms),23732 Road 12 Chowchilla Madera 93610,2014,88,0,575,321,969,3967,60563.75,781098.0,546768.6,124683.99,372467.6,968527.5,41075000.0,110291.77,19618.03,170745.33,832442.12,60.0,401080.1,73256.64,829631.45,0.0,110291.77,19618.03,170745.33,832442.12,1.34,0.88,1.55,1.84,0.0,0.0,0.0,0.0,511371.87,92874.67,1000376.7799999999,832442.12,145688.5,51427.35000000002,-457163.85,968527.5000000001,27.215519999999998,26.426269919999996,20275027.070721596,155485715.75,7.668829008595065,782483.65,1.0017739771449934,901434.2682926831,1.1540603974055534,21.75174321329397
Frank S. Brown Co.,22045 S Valentine AVE Riverdale Fresno 93656,1415,269,479,424,133,0,2720,50807.21,627002.65,438901.86,103799.8,275633.83,728109.3,34242000.0,190701.5,19043.61,195684.01,1422086.8,75.0,70374.49,13798.92,51400.98,0.0,190701.5,19043.61,195684.01,1422086.8,0.69,0.63,0.76,1.19,32352.77,6343.68,23630.21,0.0,261075.99,32842.53,247084.99000000002,1422086.8,336174.6,83657.20000000001,200602.64,728109.3,34.0194,33.0328374,20303963.836283997,129620009.22,6.383975575663893,656429.1532,1.0469320236525315,741163.6585365854,1.1820742042104373,24.627537241085783
"FREA DAIRY, LLC",6205 S. Brawley Avenue Fresno Fresno 93706,280,18,158,100,0,0,556,10190.53,125972.12,88180.48,21264.9,55462.18,135977.1,4238250.0,16801.75,2442.58,24902.41,119007.54,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95500.77,31989.94,186504.21,119007.54,0.0,0.0,0.0,0.0,9481.459999999992,-8282.459999999995,-106139.62,135977.10000000003,36.28736,35.23502656,3832513.8389312,16043513.932500001,4.186159426099859,131661.6476,1.0451649745991414,143222.43902439025,1.1369375940040563,25.97039594728991
"Fred Rau Dairy, Inc.",10255 W Manning AVE Fresno Fresno 93706,1394,199,442,530,231,164,2960,50369.89,626959.85,438871.9,102946.41,271543.15,702124.95,8699020.0,42040.28,4339.55,24410.2,181225.74,75.0,0.0,0.0,0.0,0.0,42040.28,4339.55,24410.2,181225.74,0.32,0.08,0.05,2.48,0.0,0.0,0.0,0.0,42040.28,4339.55,24410.2,181225.74,438871.9,102946.41,271543.15,702124.95,34.0194,33.0328374,19206778.142043,32929357.2982,1.7144654379132298,650778.9788,1.0379914739356915,728824.8780487806,1.1624745636403682,24.064479363303732
Generations Dairy,6043 S Madera Kerman Fresno 93630,1437,138,225,0,0,0,1800,42926.28,550528.89,385370.22,92582.09,284639.85,708344.55,19895121.0,100056.5,8077.94,62610.44,925521.77,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146691.09,23155.28,162541.7,925521.77,0.0,0.0,0.0,0.0,338735.63,77504.75,184708.58999999997,708344.55,36.28736,35.23502656,20255735.893680003,75311189.98461,3.718017966856878,554607.5376,1.007408598665912,604920.731707317,1.0987992504940423,25.90106666666667
Gerrit Visser & Sons,18565 S Marks AVE Riverdale Fresno 93656,955,130,400,330,95,1,1911,34153.95,422280.18,295596.13,70155.81,184650.69,480869.1,8762500.0,45271.73,11739.91,40470.31,260618.94,72.0,0.0,0.0,0.0,0.0,45271.73,11739.91,40470.31,260618.94,1.07,1.05,0.6,0.0,128904.48,24321.6,167819.04,0.0,45271.73,11739.91,40470.31,260618.94,166691.65000000002,45834.21,16831.649999999994,480869.10000000003,32.658624,31.711523904000003,12558556.2540816,33169655.125,2.6411997091002943,441269.034,1.0449674289709736,497779.8780487805,1.1787905320320278,24.620869450549453
Golden Star Dairy,4109 E Conejo AVE Selma Fresno 93662,600,50,100,100,100,0,950,18108.84,229839.68,160887.78,37998.12,112934.54,294007.5,11475000.0,50705.0,6046.44,32287.75,238349.47,65.0,0.0,0.0,0.0,0.0,50705.0,6046.44,32287.75,238349.47,1.29,0.79,0.64,1.41,70500.0,26000.0,86500.0,1900080.0,50705.0,6046.44,32287.75,238349.47,90387.78,11998.120000000003,26434.53999999998,-1606072.5,29.48348,28.62845908,6792101.916730001,43437579.75,6.39530741477929,233966.2128,1.0179539616483977,268408.5365853659,1.1678076500339971,23.83507030497592
"Green Valley Dairy, LLC",2685 S Madera AVE Kerman Fresno 93630,1800,350,700,825,400,400,4475,68824.17,847637.62,593346.33,136998.18,342351.41,928012.5,27129800.0,94085.97,12181.73,88255.72,576255.77,68.0,10850.0,4050.0,15780.0,358948.24,94085.97,12181.73,88255.72,576255.77,1.25,1.08,0.86,2.24,208860.0,95580.0,318600.0,6874149.0,104935.97,16231.73,104035.72,935204.01,373636.32999999996,37368.17999999999,7971.410000000033,-6305084.74,30.844256,29.949772576,23503084.029016,102697416.21800001,4.3695293813873,889208.2764,1.0490429582396308,1024003.0487804879,1.2080670142749066,22.936728063401745
HANSEN & SONS INC.,13348 AVENUE 20 CHOWCHILLA Madera 93610,312,42,12,13,135,40,554,9400.7,122661.09,85862.76,19584.27,59340.91,156563.1,11232000.0,26064.44,5247.98,44736.94,122827.72,68.0,68938.13,22257.45,113113.58,1551655.44,26064.44,5247.98,44736.94,122827.72,0.84,1.49,1.3,3.85,0.0,0.0,0.0,0.0,95002.57,27505.43,157850.52000000002,1674483.16,16924.62999999999,-2673.1800000000003,-53772.67000000001,-1395092.3399999999,30.844256,29.949772576,3869810.11454496,42517725.120000005,10.987031368850392,121457.04400000001,0.9901839613523735,140338.04878048782,1.144112193854529,22.006891629553504
Iest Family Farms,14576 Avenue 14 Madera Madera 93637,3690,565,2025,1910,735,715,9640,147839.77,1810840.2,1267588.14,295721.19,716366.37,1867358.25,135777000.0,246504.43,55261.44,391794.2,7218434.68,74.0,409926.82,114798.3,475320.92,6902857.58,246504.43,55261.44,391794.2,7218434.68,1.24,1.26,0.76,6.6,294701.93,104895.88,378336.65,4752703.8,656431.25,170059.74,867115.12,14121292.26,562959.3899999999,76027.01000000001,-137291.19999999995,-9788203.129999999,33.565808,32.592399568,50618440.9590716,513971613.57,10.153841245043095,1910089.8283999998,1.05480860674509,2143084.1463414636,1.1834750224461903,23.748895388473137
J&F Martins Dairy #2,541 East Wood AVE Laton Kings 93242,435,35,270,180,0,0,920,16482.86,198320.29,138824.2,33382.17,84735.49,212868.0,38016847.0,67825.59,9282.93,66265.82,357139.16,75.0,25086.61,7942.05,22413.51,350475.98,67825.59,9282.93,66265.82,357139.16,0.94,0.57,1.02,1.6,0.0,0.0,0.0,0.0,92912.2,17224.98,88679.33,707615.1399999999,113737.59000000001,25440.12,62321.979999999996,-137607.97999999998,34.0194,33.0328374,5666783.255969999,143909352.80227,25.395245644989227,212958.55120000002,1.0738112131643212,231641.46341463414,1.1680169659626563,25.97222367409685
J&D Wilson Dry Cows,430 W Mt. Whitney AVE Riverdale Fresno 93656,0,0,800,800,0,300,1900,17240.34,167170.0,117019.0,26780.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82517.58,35760.64,190360.56,3607135.94,0.0,0.0,0.0,0.0,1.22,2.38,3.14,11.46,55440.0,31680.0,136800.0,3069684.0,82517.58,35760.64,190360.56,3607135.94,-20938.58,-40660.59,-327159.56,-6676819.9399999995,0.453592,0.440437832,0.0,0.0,,222745.1928,1.3324471663576,227012.19512195128,1.3579720950047933,24.801892631578944
"Joao Cardoso Dairy, Inc.",24699 Avenue 11 Madera Madera 93637,280,35,30,10,10,0,365,7952.92,102452.68,71716.88,17024.48,52702.78,139886.25,1980000.0,5601.33,647.71,8707.67,40481.6,65.0,0.0,0.0,0.0,0.0,5601.33,647.71,8707.67,40481.6,1.27,0.72,0.93,1.2,16338.61,7195.76,19809.5,0.0,5601.33,647.71,8707.67,40481.6,55378.270000000004,9828.72,32893.28,139886.25,29.48348,28.62845908,3291557.0827229996,7495111.800000001,2.277071796609869,102751.7264,1.00291887337647,120761.58536585367,1.1787059681196594,23.86166995975119
Joe Mama's Heifer Ranch (Formerly Avila Family,13644 Avenue 18 1/2 Chowchilla Madera 93610,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
Joe R Garcia Dairy AKA Netto Enterprise,20677 S East AVE Laton Fresno 93242,1030,100,0,0,0,0,1130,27700.25,362111.01,253477.71,60599.56,196577.79,507970.5,27735000.0,66809.1,15787.8,77615.25,565498.79,69.0,151860.0,79500.0,304500.0,7127389.2,118465.4,22590.77,110251.29,915054.37,0.99,2.11,1.33,7.08,0.0,0.0,0.0,0.0,270325.4,102090.77,414751.29,8042443.57,49961.409999999974,-25703.410000000003,-140558.24999999994,-6968974.28,31.297848,30.390210407999998,12534442.282779599,104988346.35000001,8.37598865441647,357887.23,0.9883356763993449,412450.0,1.1390153533304608,24.51349557522124
JOHANN DAIRY,11511 W Floral AVE Fresno Fresno 93706,4225,450,1600,1520,700,680,9175,156093.04,1930542.86,1351380.0,317741.31,836884.73,2092818.75,159408000.0,395180.88,62703.54,491554.41,2552945.13,80.0,304908.24,90977.31,389058.65,0.0,395180.88,62703.54,491554.41,2552945.13,0.94,0.92,0.9,3.86,189084.99,63705.14,321863.4,0.0,700089.12,153680.85,880613.06,2552945.13,857386.7699999999,163058.86,125962.67999999982,2092818.75,36.28736,35.23502656,60124168.446320005,603424637.28,10.036307409702454,2016722.0768000002,1.0446398878707102,2184435.975609756,1.1315138455976865,24.69302455869586
John DeGroot & Son L.L.P.,6105 W Lincoln AVE Fresno Fresno 93706,2789,401,835,1178,487,0,5690,103487.96,1275832.31,893082.62,211544.85,556107.71,1405410.6,54748750.0,247313.91,18563.57,256867.01,2669340.1,82.0,264354.52,75404.71,309683.82,3259309.87,247313.91,18563.57,256867.01,2669340.1,0.84,0.95,0.78,5.95,0.0,0.0,0.0,0.0,511668.43000000005,93968.28,566550.8300000001,5928649.970000001,628728.1,136140.14,246423.8899999999,-1853899.2700000005,37.194544,36.115902224,42051550.7545144,207246465.7375,4.928390559181727,1337064.4432,1.0479938724862674,1454836.5853658537,1.1403039207917955,25.21246871471864
"Jose Ribeiro & Son Dairy, Inc.",3760 E Mount Whitney AVE Laton Fresno 93242,700,200,200,200,150,100,1550,25027.73,316630.46,221641.32,50902.35,131756.96,375585.0,4824000.0,31601.55,0.0,1278.9,217530.12,65.0,0.0,0.0,0.0,0.0,31601.55,0.0,1278.9,217530.12,0.51,0.0,0.02,0.88,10.48,4.06,16.95,1424589.99,31601.55,0.0,1278.9,217530.12,221630.84,50898.29,131740.00999999998,-1049004.99,29.48348,28.62845908,9404448.80778,18260817.84,1.9417212229273246,323358.2716,1.0212481502885098,393042.6829268293,1.241329349446763,21.996504394426577
Kerman Cattle Co,4301 S Dickenson Fresno Fresno 93706,770,70,100,50,50,0,1040,22349.87,286626.14,200638.3,47777.66,146956.21,378651.0,43520000.0,181482.88,19613.97,141133.2,937763.37,69.0,0.0,0.0,0.0,0.0,181482.88,19613.97,141133.2,937763.37,1.14,0.77,0.84,1.52,98800.0,58240.0,206960.0,4114983.6,181482.88,19613.97,141133.2,937763.37,101838.29999999999,-10462.339999999997,-60003.78999999998,-3736332.6,31.297848,30.390210407999998,9317638.511092799,164741043.20000002,17.68055747213987,288760.32039999997,1.0074458679867788,328856.09756097564,1.147334634450911,24.475017895299146
LaSalle Dairy,10663 7 1/2 AVE Firebaugh Madera 93622,370,82,305,195,85,0,1037,17186.4,205610.64,143927.45,34034.56,77178.75,193070.4,9000000.0,19001.57,2957.63,39069.62,220207.86,96.0,31695.03,12081.94,31961.28,0.0,19001.57,2957.63,39069.62,220207.86,1.15,1.58,1.02,0.65,81410.18,39290.63,90839.93,0.0,50696.6,15039.57,71030.9,220207.86,30822.24000000002,-17338.010000000002,-45622.45999999999,193070.40000000002,43.544832,42.282031872,6975689.61824256,34068690.0,4.883917127118852,222048.28800000003,1.0799455125474051,235531.8292682927,1.145523545222624,25.80446039477057
Leonardo Bros Dairy,16508 S Clovis AVE Selma Kings 93662,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,23600.0,86000.0,2343654.0,0.0,0.0,0.0,0.0,-51999.3,-23599.0,-85999.0,-2343654.0,0.453592,0.440437832,0.0,0.0,,,,,,
Maddox Dairy Ltd.,12840 W Kamm AVE Riverdale Fresno 93656,3350,400,1300,1500,900,900,8350,126061.79,1554223.33,1087956.33,251314.04,641555.91,1669327.5,63281000.0,193236.24,24450.36,136706.42,981064.57,70.0,0.0,0.0,0.0,0.0,193236.24,24450.36,136706.42,981064.57,0.93,0.52,0.53,1.08,433152.0,168960.0,577536.0,12585062.4,193236.24,24450.36,136706.42,981064.57,654804.3300000001,82354.04000000004,64019.91000000003,-10915734.9,31.75144,30.83064824,42199449.7785,239544530.21,5.67648468089848,1628718.3268,1.0479306901151715,1822774.3902439026,1.1727879482055532,23.203292435465766
