Dairy Name,Dairy Address,Average Milk Cows,Average Dry Cows,Average Bred Heifers,Average Heifers,Average Calves (4-6 mo.),Average Calves (0-3 mo.),Average Other/Unspecified Head,Average Steer,Total Manure Generated (tons),Average Milk Production (lb per cow per day),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated N (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater (gals),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Removed Ratio N,Applied to Removed Ratio P,Applied to Removed Ratio K,Applied to Removed Ratio Salt,Total Exported N (lbs),Total Exported P (lbs),Total Exported K (lbs),Total Exported Salt (lbs),File Name,Average Milk Production (kg per cow),Average Milk Production (L per cow),Reported Annual Milk Production (L),Total Herd Size,Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Total Reported N (lbs),Total Reported P (lbs),Total Reported K (lbs),Total Reported Salt (lbs),Unaccounted For N (lbs),Unaccounted For P (lbs),Unaccounted For K (lbs),Unaccounted For Salt (lbs),Total Wastewater Generated (L),Estimated Total Wastewater Generated (L),Wastewater to Reported Milk Ratio,Wastewater to Estimated Milk Ratio,Wastewater Ratio Discrepancy,Calculated Manure Factor,Manure Factor Discrepancy,Nitrogen Discrepancy,USDA Nitrogen % Deviation,UCCE Nitrogen % Deviation,USDA N Estimate (lbs),UCCE N Estimate (lbs),Estimated Annual Milk Production (L),Estimated Wastewater Generation (L),Wastewater to Estimated Milk Ratio,City,Region,Sub-Region,Year,County,State,Zip,Latitude,Longitude,Template,Manure Factor Average,Manure Factor Standard Deviation,Wastewater Ratio Average,Wastewater Ratio Standard Deviation,USDA Nitrogen % Deviation Average,USDA Nitrogen % Deviation Standard Deviation,UCCE Nitrogen % Deviation Average,UCCE Nitrogen % Deviation Standard Deviation,Facility Count,CADDID,address
Mertens Dairy,1100 Bonneau Rd Sonoma 95476,741.0,0.0,0.0,741.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,1482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3437024.1800044808,,,,,,,,,,307293.13828668,8592560.450011201,,,Sonoma,R2,,2023,Sonoma,California,95476.0,38.228532983097,-122.472666996751,generic_r2,,,,,,,,,,10626.0,"1100 Bonneau Rd, Sonoma, California, 95476"
VOLPI DAIRY INC,5450 RED Hill RD. PETALUMA 94952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Petaluma,R2,,2023,Marin,California,94952.0,38.179662003266,-122.673295979702,generic_r2,,,,,,,,,,,"5450 Red Hill Rd, Petaluma, California, 94952"
Royking Dairy,1241 Middle Two Rock Rd Petaluma,55.0,0.0,0.0,55.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,255109.75695040004,,,,,,,,,,22808.5325314,637774.3923760001,,,Petaluma,R2,,2023,Marin,California,94952.0,38.241314002425,-122.691838006811,generic_r2,,,,,,,,,,,"1241 Middle Two Rock Rd, Petaluma, California, 94952"
-,_26450 Sir Francis Drake BIvd. Point Reyes CA 94956,229.0,0.0,0.0,229.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1062184.26075712,,,,,,,,,,94966.43544892,2655460.6518928,,,Inverness,R2,,2023,Marin,California,94937.0,37.999382881565,-122.994947358292,generic_r2,,,,,,,,,,,"26450 Sir Francis Drake Blvd, Inverness, California, 94937"
Correia Heifer Ranch,5360 Bodega Ave Petaluma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Petaluma,R2,,2023,Marin,California,94952.0,38.265494996805,-122.724429025652,generic_r2,,,,,,,,,,,"5360 Bodega Ave, Petaluma, California, 94952"
Silva Family Dairy,1599 Cerini Rd Tomales 94971,92.0,0.0,0.0,92.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,426729.04798976,,,,,,,,,,38152.45441616,1066822.6199744,,,Tomales,R2,,2023,Marin,California,94971.0,38.230857997309,-122.860961008287,generic_r2,,,,,,,,,,11649.0,"1599 Cerini Rd, Tomales, California, 94971"
McIsaac Dairy,2754 Novato Blvd Novato CA 94947,297.0,0.0,0.0,297.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1377592.6875321602,,,,,,,,,,123166.07566956,3443981.7188304,,,Novato,R2,,2023,Marin,California,94947.0,38.122453024265,-122.623028466033,generic_r2,,,,,,,,,,,"2754 Novato Blvd, Novato, California, 94947"
Doug Ielmorini Dairy,5720 Nicasio Valley Road Nicasio CA 94946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Nicasio,R2,,2023,Marin,California,94946.0,38.08349500321,-122.693851004678,generic_r2,,,,,,,,,,10224.0,"5720 Nicasio Valley Rd, Nicasio, California, 94946"
Travis Moreda dha Travis Moreda Dairy,. 9243 Spring Hill Rd. Petaluma CA 94952,550.0,0.0,0.0,550.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2551097.569504,,,,,,,,,,228085.325314,6377743.923760001,,,Petaluma,R2,,2023,Marin,California,94952.0,38.229251794754,-122.731785522313,generic_r2,,,,,,,,,,,"Spring Hill Rd, Petaluma, California, 94952"
Pacheco Dairy,750 Chileno Vly Rd Petaluma CA,50.0,0.0,0.0,50.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,231917.960864,,,,,,,,,,20735.029574,579794.90216,,,Petaluma,R2,,2023,Marin,California,94952.0,38.209756011241,-122.67558499364,generic_r2,,,,,,,,,,,"750 Chileno Valley Rd, Petaluma, California, 94952"
Lafronchi Ranch,6290 Nicasio Valley Rd Nicasio 94946,560.0,0.0,0.0,560.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2597481.1616768003,,,,,,,,,,232232.3312288,6493702.904192001,,,Nicasio,R2,,2023,Marin,California,94946.0,38.083722990977,-122.706108029329,generic_r2,,,,,,,,,,,"6290 Nicasio Valley Rd, Nicasio, California, 94946"
Silacci Dairy,4349 Lakeville Hwy Petaluma 94954,275.0,0.0,0.0,275.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1275548.784752,,,,,,,,,,114042.662657,3188871.9618800003,,,Petaluma,R2,,2023,Sonoma,California,94954.0,38.224862313677,-122.572595370324,generic_r2,,,,,,,,,,,"4349 Lakeville Hwy, Petaluma, California, 94954"
Moreda Valley Dairy,. 3286 CHILENO VALLEY ROAD Petaluma 94952,450.0,0.0,0.0,450.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2087261.647776,,,,,,,,,,186615.266166,5218154.11944,,,Petaluma,R2,,2023,Marin,California,94952.0,38.209397014328,-122.736378015362,generic_r2,,,,,,,,,,,"3286 Chileno Valley Rd, Petaluma, California, 94952"
Nosecchi Dairy,5345 Bodega Ave Petaluma 94952,240.0,0.0,0.0,240.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1113206.2121472002,,,,,,,,,,99528.1419552,2783015.5303680003,,,Petaluma,R2,,2023,Marin,California,94952.0,38.261301991651,-122.724185028451,generic_r2,,,,,,,,,,10670.0,"5345 Bodega Ave, Petaluma, California, 94952"
Jim Riebll Dairy,295 Rainsville Rd Petaluma 94952,195.0,0.0,0.0,195.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,904480.0473696002,,,,,,,,,,80866.6153386,2261200.118424,,,Petaluma,R2,,2023,Marin,California,94952.0,38.26692297974,-122.686359008162,generic_r2,,,,,,,,,,10437.0,"295 Rainsville Rd, Petaluma, California, 94952"
Dolcini Jersey Dairy,10049 Petaluma Pt.Reys Road Nicasio,291.0,0.0,0.0,291.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1349762.53222848,,,,,,,,,,120677.87212068,3374406.3305712,,,Nicasio,R2,,2023,Marin,California,94946.0,38.103251987185,-122.723971038463,generic_r2,,,,,,,,,,,"10049 Point Reyes-Petaluma Rd, Nicasio, California, 94946"
L Ranch,100 Pierce Point Rd Inverness 94937,120.0,0.0,0.0,120.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,556603.1060736001,,,,,,,,,,49764.0709776,1391507.765184,,,Inverness,R2,,2023,Marin,California,94937.0,38.122697127899,-122.880769678148,generic_r2,,,,,,,,,,,"100 Pierce Point Rd, Inverness, California, 94937"
Kehoe Dairy Inc,6150 Pierce Point Rd Inverness Ca 94937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Inverness,R2,,2023,Marin,California,94937.0,38.159567982964,-122.937152005237,generic_r2,,,,,,,,,,10510.0,"6150 Pierce Point Rd, Inverness, California, 94937"
Spaletta Ranch,837 Chileno Valley Rd Petaluma,660.0,0.0,0.0,660.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3061317.0834048,,,,,,,,,,273702.3903768,7653292.708512,,,Petaluma,R2,,2023,Marin,California,94952.0,38.203653985729,-122.678640029709,generic_r2,,,,,,,,,,,"837 Chileno Valley Rd, Petaluma, California, 94952"
Spaletta Dairy,22000 Sir Francis Drake Blvd,250.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1159589.80432,,,,,,,,,,103675.14787,2898974.5108,,,Inverness,R2,,2023,Marin,California,94937.0,38.040921011959,-122.980998998033,generic_r2,,,,,,,,,,10806.0,"22000 Sir Francis Drake Blvd, Inverness, California, 94937"
Valley View Dairy,480 Pepper Rd Petaluma 94952,530.0,0.0,0.0,530.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2458330.3851584,,,,,,,,,,219791.3134844,6145825.962896,,,Petaluma,R2,,2023,Marin,California,94952.0,38.285460983536,-122.700553006819,generic_r2,,,,,,,,,,,"480 Pepper Rd, Petaluma, California, 94952"
JS Family Dairy,4669 Chileno Valley Rd Petaluma,280.0,0.0,0.0,280.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1298740.5808384002,,,,,,,,,,116116.1656144,3246851.4520960003,,,Petaluma,R2,,2023,Marin,California,94952.0,38.197870011534,-122.7842069989,generic_r2,,,,,,,,,,,"4669 Chileno Valley Rd, Petaluma, California, 94952"
Robert Giacomini Dairy,14700 Hwy 1 Point Reyes CA 94956,520.0,0.0,0.0,520.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2411946.7929856004,,,,,,,,,,215644.3075696,6029866.982464001,,,Petaluma,R2,,2023,Marin,California,94952.0,38.097852537683,-122.832099109709,generic_r2,,,,,,,,,,,"14700 State Route 1, Petaluma, California, 94952"
JLT RANCH,601 Stage Gulch Rd Petaluma,350.0,0.0,0.0,350.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_r2_2023_generic_r2.csv,,,,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1623425.7260480002,,,,,,,,,,145145.20701800002,4058564.31512,,,Petaluma,R2,,2023,Sonoma,California,94954.0,38.226992012107,-122.540378022259,generic_r2,,,,,,,,,,,"601 Stage Gulch Rd, Petaluma, California, 94954"
Costa View Farms,16800 Road 15 Madera Madera 93637,6025.0,830.0,1550.0,1930.0,250.0,0.0,0.0,,201027.46,,,2515167.1,418873.33,1153843.09,,136920000.0,557208.2,60531.48,845787.45,,850737.42,325239.88,1247464.11,,557208.2,557208.2,60531.48,845787.45,3960712.25,0.83,1.1,1.15,0.59,,,,,Fresno_madera_2023_generic_r5.csv,,,,10585.0,1407945.62,385771.36,2093251.56,3960712.25,557208.2,479404.81,1999630.54,0.0,-850737.4200000002,93633.45,-93621.02000000002,-3960712.25,518298337.2000001,,,,,24.639765369695827,1.1397653696958263,,,,5194549566.4,2477132.2490054,,,,Madera,R5,,2023,Madera,California,93637.0,36.988061981736,-120.27885697795,generic_r5,,,,,,,,,,,"16800 Road 15, Madera, California, 93637"
GoIden Star Dairy,4109 E Conejo AVE SeIma Fresno 93662,600.0,50.0,100.0,100.0,100.0,0.0,0.0,,18108.84,,,229839.68,,112934.54,,11475000.0,50705.0,6046.44,32287.75,,,,,,50705.0,50705.0,6046.44,32287.75,238349.47,1.29,0.79,0.64,1.41,,,,,Fresno_madera_2023_generic_r5.csv,,,,950.0,50705.0,6046.44,32287.75,238349.47,50705.0,6046.44,145222.28999999998,0.0,0.0,0.0,112934.53999999998,-238349.47,43437579.75,,,,,24.625618348634333,1.1256183486343332,,,,467932425.6,223271.794558,,,,Selma,R5,,2023,Fresno,California,93662.0,36.515457088368,-119.716613916548,generic_r5,,,,,,,,,,,"4109 E Conejo Ave, Selma, California, 93662"
—Souza's Dairy Inc.,8555 S Valentine AVE,1960.0,165.0,790.0,480.0,295.0,0.0,0.0,,68906.72,80.0,597191.29,853130.41,142251.63,388235.28,960807.75,48564000.0,111852.61,12800.84,169939.78,907310.46,112361.12,29432.39,136372.37,476525.4,111852.61,111852.61,12800.84,169939.78,907310.46,1.17,1.13,1.11,2.13,,,,,Fresno_madera_2023_generic_r5.csv,36.28736,37.3759808,28989745.108,3690.0,224213.73,42233.23,306312.15,1383835.86,709043.9,155052.47,558175.06,1868118.21,484830.17,112819.24,251862.91000000003,484282.3500000001,183834651.24,11595898.0432,6.341368320250221,6.341368320250221,0.0,26.24407917378823,2.7440791737882293,-1779952453.5100002,-99.96646028423054,-25.08774841532012,1780549644.8000002,797187.7461525,28989745.108,,,Fresno,R5,,2023,Fresno,California,93706.0,36.614440659347,-119.856282155894,generic_r5,,,,,,,,,,,"8555 S Valentine Ave, Fresno, California, 93706"
Vitoria Farms,12429 ave 24 ChowchiIla Madera 93610,425.0,75.0,100.0,80.0,35.0,0.0,0.0,,13554.94,,,172485.96,28474.96,,,11610000.0,57489.37,7275.2,60749.43,,13060.93,4147.26,7395.35,48625.24,57489.37,57489.37,7275.2,60749.43,567798.81,1.07,0.96,0.68,1.21,,,,,Fresno_madera_2023_generic_r5.csv,,,,715.0,70550.3,11422.46,68144.78,616424.05,57489.37,35750.16,60749.43,0.0,-13060.93,24327.7,-7395.3499999999985,-616424.05,43948610.1,,,,,23.775507489839832,0.275507489839832,,,,350259649.6,173100.4431581,,,,Chowchilla,R5,,2023,Madera,California,93610.0,37.101057999349,-120.318386033326,generic_r5,,,,,,,,,,,"12429 Avenue 24, Chowchilla, California, 93610"
BANOS DAIRY,4667 Avenue 23 1/2 ChowchiIla Madera 93610,610.0,77.0,76.0,0.0,0.0,0.0,0.0,,17422.84,,,,37365.75,116019.09,,7344000.0,15970.33,2849.42,25411.93,,,,,,15970.33,15970.33,2849.42,25411.93,160784.78,1.4,1.71,1.56,1.98,,,,,Fresno_madera_2023_generic_r5.csv,,,,763.0,15970.33,2849.42,25411.93,160784.78,15970.33,40215.17,141431.02,0.0,0.0,37365.75,116019.09,-160784.78,27800051.040000003,,,,,24.374259189469694,0.8742591894696936,,,,450206185.6,217029.06495248,,,,Chowchilla,R5,,2023,Madera,California,93610.0,37.092641981827,-120.46210398919,generic_r5,,,,,,,,,,,"4667 Avenue 23 1/2, Chowchilla, California, 93610"
Grain MiIl Group West,5336 W HarIan AVE RiverdaIe Fresno 93656,0.0,0.0,0.0,150.0,0.0,0.0,0.0,,1469.48,,,14235.0,2409.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_generic_r5.csv,,,,150.0,0.0,0.0,0.0,0.0,0.0,2409.0,1.0,0.0,0.0,2409.0,1.0,0.0,,,,,,26.7771661190894,3.2771661190893973,,,,37971363.2,16662.088722,,,,Riverdale,R5,,2023,Fresno,California,93656.0,36.445341547908,-119.895057125292,generic_r5,,,,,,,,,,,"5336 W Harlan Ave, Riverdale, California, 93656"
