dairy_name,dairy_address,avg_milk_cows,avg_dry_cows,avg_bred_heifers,avg_heifers,avg_calves_4_6_mo,avg_calves_0_3_mo,avg_other,avg_steer,total_manure_excreted_tons,avg_milk_lb_per_cow_day,total_manure_gen_n_after_nh3_losses_lbs,total_manure_gen_n_lbs,total_manure_gen_p_lbs,total_manure_gen_k_lbs,total_manure_gen_salt_lbs,total_ww_gen_gals,total_ww_gen_n_lbs,total_ww_gen_p_lbs,total_ww_gen_k_lbs,total_ww_gen_salt_lbs,applied_n_dry_manure_lbs,applied_p_dry_manure_lbs,applied_k_dry_manure_lbs,applied_salt_dry_manure_lbs,applied_ww_gals,applied_ww_n_lbs,applied_ww_p_lbs,applied_ww_k_lbs,applied_ww_salt_lbs,applied_to_removed_ratio_n,applied_to_removed_ratio_p,applied_to_removed_ratio_k,applied_to_removed_ratio_salt,total_exports_n_lbs,total_exports_p_lbs,total_exports_k_lbs,total_exports_salt_lbs,filename,avg_milk_prod_kg_per_cow,avg_milk_prod_l_per_cow,reported_annual_milk_production_l,total_herd_size,total_applied_n_lbs,total_applied_p_lbs,total_applied_k_lbs,total_applied_salt_lbs,total_reported_n_lbs,total_reported_p_lbs,total_reported_k_lbs,total_reported_salt_lbs,unaccounted_for_n_lbs,unaccounted_for_p_lbs,unaccounted_for_k_lbs,unaccounted_for_salt_lbs,total_ww_gen_liters,wastewater_estimated,wastewater_to_reported,wastewater_to_estimated,wastewater_ratio_discrepancy,calculated_manure_factor,manure_factor_discrepancy,nitrogen_discrepancy,usda_nitrogen_pct_deviation,ucce_nitrogen_pct_deviation,usda_nitrogen_estimate_lbs,ucce_nitrogen_estimate_lbs,estimated_annual_milk_production_l,wastewater_estimated_l,wastewater_to_restimated,total_manure_gen_tons,total_manure_gen_s_lbs,city,region,sub_region,year,county,state,zip,latitude,longitude,consultant,template,manure_factor_avg,manure_factor_std,wastewater_ratio_avg,wastewater_ratio_std,usda_nitrogen_pct_dev_avg,usda_nitrogen_pct_dev_std,ucce_nitrogen_pct_dev_avg,ucce_nitrogen_pct_dev_std,facility_count,CADDID
Chino Valley Dairy #1,2733 Cottonwood Avenue,1050.0,150.0,,300.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5566031.060736001,,,,,,,,,,,13915077.651840001,,,,,,,,,,,,,,,,,,,,,,,,,
Chino Valley Dairy #2,36580 Ramona Expressway,400.0,65.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2156837.0360352,,,,,,,,,,,5392092.5900880005,,,,,,,,,,,,,,,,,,,,,,,,,
Chino Valley Dairy #3 ,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dick Van Dam Dairy,3180 Cottonwood Avenue,1340.0,130.0,,1200.0,,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,6818388.049401601,,,,,,,,,,,17045970.123504,,,,,,,,,,,,,,,,,,,,,,,,,
Dick Van Dam Dairy,3180 Cottonwood Avenue,1340.0,130.0,,1200.0,,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,6818388.049401601,,,,,,,,,,,17045970.123504,,,,,,,,,,,,,,,,,,,,,,,,,
Dyt Dairy,32300 Ramona Expressway,1700.0,290.0,,247.0,,150.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,9230334.842387201,,,,,,,,,,,23075837.105968002,,,,,,,,,,,,,,,,,,,,,,,,,
Dyt Dairy,32300 Ramona Expressway,1700.0,290.0,,247.0,,150.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,9230334.842387201,,,,,,,,,,,23075837.105968002,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado Dairy #1 (Green Acres Dairy) ,7322 & 7439 Chino Avenue,400.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,1855343.6869120002,,,,,,,,,,,4638359.21728,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado Dairy #2,13566 Bon View Avenue,400.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,1855343.6869120002,,,,,,,,,,,4638359.21728,,,,,,,,,,,,,,,,,,,,,,,,,
Falloncrest Farms,8300 Pine Avenue,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Souza Dairy - Euclid,16185 Euclid Avenue,0.0,0.0,,0.0,,2200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #10,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #2,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #2,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #2,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #2,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #4,8061 Edison Avenue,401.0,141.0,,288.0,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2513990.6957657603,,,,,,,,,,,6284976.7394144,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #4,8061 Edison Avenue,401.0,141.0,,288.0,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2513990.6957657603,,,,,,,,,,,6284976.7394144,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #4,8061 Edison Avenue,401.0,141.0,,288.0,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2513990.6957657603,,,,,,,,,,,6284976.7394144,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #5,8929 Chino Avenue,913.0,161.0,,963.0,,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,4981597.799358721,,,,,,,,,,,12453994.4983968,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #5,8929 Chino Avenue,913.0,161.0,,963.0,,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,4981597.799358721,,,,,,,,,,,12453994.4983968,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #6,7938 Schaefer Avenue,0.0,0.0,,217.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #6,7938 Schaefer Avenue,0.0,0.0,,217.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #7,10573 Edison Avenue,992.0,291.0,,2112.0,,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5951014.875770241,,,,,,,,,,,14877537.1894256,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #7,10573 Edison Avenue,992.0,291.0,,2112.0,,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5951014.875770241,,,,,,,,,,,14877537.1894256,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #7,10573 Edison Avenue,992.0,291.0,,2112.0,,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5951014.875770241,,,,,,,,,,,14877537.1894256,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #8,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #8,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #9,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy #9,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy - Expressway Dairy,35500 Ramona Expressway,549.0,67.0,,115.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2857229.2778444802,,,,,,,,,,,7143073.1946112,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy - Expressway Dairy,35500 Ramona Expressway,549.0,67.0,,115.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2857229.2778444802,,,,,,,,,,,7143073.1946112,,,,,,,,,,,,,,,,,,,,,,,,,
GH Dairy - Hemet,1455 North Cawston Avenue,558.0,100.0,,2.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,3052040.3649702403,,,,,,,,,,,7630100.9124256,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Dairy #10,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Dairy #11,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Dairy #3,14213 Bon View Avenue,300.0,50.0,,50.0,,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,1623425.7260480002,,,,,,,,,,,4058564.31512,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Dairy #4,14451 South Bon View Avenue,0.0,0.0,,900.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Dairy #4,14451 South Bon View Avenue,0.0,0.0,,900.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Dairy #5,14400 South Grove Avenue,393.0,57.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2087261.647776,,,,,,,,,,,5218154.11944,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Dairy #5,14400 South Grove Avenue,393.0,57.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2087261.647776,,,,,,,,,,,5218154.11944,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Dairy #6,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Dairy #9,13752 Bon View Avenue,0.0,0.0,,1300.0,,0.0,1129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Green Acres Heifer Ranch,7520 Schaefer Avenue,0.0,0.0,,700.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Haringa Farms Heifer Ranch,13450 Bon View Avenue,0.0,0.0,,380.0,,60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Herman De Jong Dairy,31910 Corydon Road,68.0,10.0,,25.0,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,361792.01894784,,,,,,,,,,,904480.0473696,,,,,,,,,,,,,,,,,,,,,,,,,
Hettinga Dairy - San Jacinto,1861 North Warren Road,0.0,0.0,,0.0,,4200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Hettinga Dairy - San Jacinto,1861 North Warren Road,0.0,0.0,,0.0,,4200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Hettinga Ranch - Lake Mathews,15250 El Sobrante Road,0.0,0.0,,975.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Hollandia Farms North,35600 Ramona Expressway,2500.0,350.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,13219323.769248001,,,,,,,,,,,33048309.423120003,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Bootsma Jr. Dairy,33100 Fernandez Road,1500.0,245.0,,448.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,8093936.8341536,,,,,,,,,,,20234842.085384,,,,,,,,,,,,,,,,,,,,,,,,,
LaBrucherie Bros LLC - Schaefer,8484 Schaefer Avenue,108.0,5.0,,2.0,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,524134.59155263996,,,,,,,,,,,1310336.4788815998,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farm,13456 Walker Avenue,1200.0,200.0,,600.0,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,6493702.904192001,,,,,,,,,,,16234257.26048,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farm,13456 Walker Avenue,1200.0,200.0,,600.0,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,6493702.904192001,,,,,,,,,,,16234257.26048,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farm,13456 Walker Avenue,1200.0,200.0,,600.0,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,6493702.904192001,,,,,,,,,,,16234257.26048,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farm,13456 Walker Avenue,1200.0,200.0,,600.0,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,6493702.904192001,,,,,,,,,,,16234257.26048,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms,9155 Riverside Drive,1800.0,300.0,,200.0,,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,9740554.356288,,,,,,,,,,,24351385.89072,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms,9155 Riverside Drive,1800.0,300.0,,200.0,,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,9740554.356288,,,,,,,,,,,24351385.89072,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms,9155 Riverside Drive,1800.0,300.0,,200.0,,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,9740554.356288,,,,,,,,,,,24351385.89072,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms,9155 Riverside Drive,1800.0,300.0,,200.0,,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,9740554.356288,,,,,,,,,,,24351385.89072,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms,9155 Riverside Drive,1800.0,300.0,,200.0,,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,9740554.356288,,,,,,,,,,,24351385.89072,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms,13331 South Walker Avenue,400.0,0.0,,60.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,1855343.6869120002,,,,,,,,,,,4638359.21728,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms,13331 South Walker Avenue,400.0,0.0,,60.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,1855343.6869120002,,,,,,,,,,,4638359.21728,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms,13331 South Walker Avenue,400.0,0.0,,60.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,1855343.6869120002,,,,,,,,,,,4638359.21728,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms,13331 South Walker Avenue,400.0,0.0,,60.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,1855343.6869120002,,,,,,,,,,,4638359.21728,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms,13331 South Walker Avenue,400.0,0.0,,60.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,1855343.6869120002,,,,,,,,,,,4638359.21728,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms #6,13567 Whispering Lakes Lane,500.0,100.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2783015.5303680003,,,,,,,,,,,6957538.825920001,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms #7,9029 Schaefer Avenue,500.0,50.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2551097.5695040002,,,,,,,,,,,6377743.923760001,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms #7,9029 Schaefer Avenue,500.0,50.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2551097.5695040002,,,,,,,,,,,6377743.923760001,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms - 8185 Edison,"8185 Edison Avenue 
",0.0,0.0,,250.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms - 8311 Edison,8311 Edison Avenue,440.0,170.0,,30.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2829399.1225408,,,,,,,,,,,7073497.806352,,,,,,,,,,,,,,,,,,,,,,,,,
