dairy_name,dairy_address,avg_milk_cows,avg_dry_cows,avg_bred_heifers,avg_heifers,avg_calves_4_6_mo,avg_calves_0_3_mo,avg_other,avg_steer,total_manure_gen_tons,avg_milk_lb_per_cow_day,total_manure_gen_n_after_nh3_losses_lbs,total_manure_gen_n_lbs,total_manure_gen_p_lbs,total_manure_gen_k_lbs,total_manure_gen_salt_lbs,total_ww_gen_gals,total_ww_gen_n_lbs,total_ww_gen_p_lbs,total_ww_gen_k_lbs,total_ww_gen_salt_lbs,applied_n_dry_manure_lbs,applied_p_dry_manure_lbs,applied_k_dry_manure_lbs,applied_salt_dry_manure_lbs,applied_ww_gals,applied_ww_n_lbs,applied_ww_p_lbs,applied_ww_k_lbs,applied_ww_salt_lbs,applied_to_removed_ratio_n,applied_to_removed_ratio_p,applied_to_removed_ratio_k,applied_to_removed_ratio_salt,total_exports_n_lbs,total_exports_p_lbs,total_exports_k_lbs,total_exports_salt_lbs,filename,avg_milk_prod_kg_per_cow,avg_milk_prod_l_per_cow,reported_annual_milk_production_l,total_herd_size,total_applied_n_lbs,total_applied_p_lbs,total_applied_k_lbs,total_applied_salt_lbs,total_reported_n_lbs,total_reported_p_lbs,total_reported_k_lbs,total_reported_salt_lbs,unaccounted_for_n_lbs,unaccounted_for_p_lbs,unaccounted_for_k_lbs,unaccounted_for_salt_lbs,total_ww_gen_liters,wastewater_estimated,wastewater_to_reported,wastewater_to_estimated,wastewater_ratio_discrepancy,calculated_manure_factor,manure_factor_discrepancy,nitrogen_discrepancy,usda_nitrogen_pct_deviation,ucce_nitrogen_pct_deviation,usda_nitrogen_estimate_lbs,ucce_nitrogen_estimate_lbs,estimated_annual_milk_production_l,wastewater_estimated_l,wastewater_to_restimated,city,region,sub_region,year,county,state,zip,latitude,longitude,template,manure_factor_avg,manure_factor_std,wastewater_ratio_avg,wastewater_ratio_std,usda_nitrogen_pct_dev_avg,usda_nitrogen_pct_dev_std,ucce_nitrogen_pct_dev_avg,ucce_nitrogen_pct_dev_std,facility_count,CADDID,address
Hannon - 7A137777022,649 E. Rutherford Rd. Brawley CA 92227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10245.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7A137777022-2023AR.pdf,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,264733125.60000002,0.0,0.0,,,Brawley,R7,,2023,Imperial,California,92227,33.048827998829,-115.488581040636,generic_r7,,,,,,,,,,,"649 Rutherford Rd, Brawley, California, 92227"
Kershaw - 7413777020,5455 Kershaw Rd. Brawley CA 92227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7A137777020-2023AR.pdf,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,66796399.99999999,0.0,0.0,,,Calipatria,R7,,2023,Imperial,California,92233,33.049408332369,-115.512582404497,generic_r7,,,,,,,,,,,"5455 Kershaw Rd, Calipatria, California, 92233"
Butterspur-7A137777028,352 E. Shank Rd. Brawley CA 92227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3454.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7A137777028-2023AR.pdf,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,89264280.0,0.0,0.0,,,Brawley,R7,,2023,Imperial,California,92227,33.00112662094,-115.504808407026,generic_r7,,,,,,,,,,,"352 Shank Rd, Brawley, California, 92227"
Grizzle Feed Lot,2704 Webb Road Holtville CA 92250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 Annual Report Grizzle Feed Lot.pdf,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,40491280.0,0.0,0.0,,,Holtville,R7,,2023,Imperial,California,92250,32.847466500405,-115.32865879956,generic_r7,,,,,,,,,,,"2704 Webb Rd, Holtville, California, 92250"
Beef Eaters - 74137777023,5200 Dietrich Rd Brawley CA 92227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7A137777023-2023AR.pdf,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,66796399.99999999,0.0,0.0,,,Brawley,R7,,2023,Imperial,California,92227,33.001111913615,-115.483301807369,generic_r7,,,,,,,,,,,"5200 Dietrich Rd, Brawley, California, 92227"
Fairline - 7413777019,612 Simpson Rd Calipatria CA 92233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7A137777019-2023AR.pdf,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,447755520.0,0.0,0.0,,,Calipatria,R7,,2023,Imperial,California,92233,33.191158733274,-115.488106171728,generic_r7,,,,,,,,,,,"612 E Simpson Rd, Calipatria, California, 92233"
Schaffner Dairy,2805 Casey Road Holtville CA 92250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 Annual Report Schaffner Dairy.pdf,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,376282080.0,0.0,0.0,,,Holtville,R7,,2023,Imperial,California,92250,32.858249001605,-115.427777038621,generic_r7,,,,,,,,,,,"2805 Casey Rd, Holtville, California, 92250"
Hacienda Yard,505 W. Keystone Yard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 - Annual Report Hacinda Yard.pdf,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,76822319.99999999,0.0,0.0,,,,R7,,2023,,,,33.828024,-118.279966,generic_r7,,,,,,,,,,,"Keystone, California"
Camciro Heifer Ranch,195 W. Carey Rd Brawley CA 92227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 - Annual Report.pdf,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,267831599.99999997,0.0,0.0,,,Brawley,R7,,2023,Imperial,California,92227,32.924110015353,-115.553226971791,generic_r7,,,,,,,,,,,"195 W Carey Rd, Brawley, California, 92227"
Main Yard - 7A137777021,6050 US Highway 111 Calipatria CA 92233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13457.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7A137777021-2023AR.pdf,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,347740766.4,0.0,0.0,,,Calipatria,R7,,2023,Imperial,California,92233,33.093046980488,-115.512320015352,generic_r7,,,,,,,,,,,"6050 US Highway 111, Calipatria, California, 92233"
